timestamp,latitude,longitude,altitude,velocity,battery
2025-07-20T14:00:00,43.65080210354164,-79.34706186305017,103.46851684739963,5.256996981649829,99.45043532065333
2025-07-20T14:00:05,43.650596077514784,-79.34727736103918,105.50674535277787,1.3370525340997519,99.96157714131193
2025-07-20T14:00:10,43.65139284332874,-79.34714411337764,109.46245630531111,4.531420811583361,98.78358444055496
2025-07-20T14:00:15,43.65142118194382,-79.34700450297649,91.88124047623296,9.065059827523969,97.3202009528982
2025-07-20T14:00:20,43.65141424150672,-79.34701219251932,107.45483303938931,2.3926550576483443,95.34287613547787
2025-07-20T14:00:25,43.651463417035934,-79.34702188398217,93.5205040738635,4.458981747620397,95.40381184131837
2025-07-20T14:00:30,43.65106048187372,-79.34660388605658,107.06063782091749,3.7768605118879406,94.21037576114612
2025-07-20T14:00:35,43.651206962606686,-79.34683016877894,108.60708451100896,3.860903841567478,92.81790069860276
2025-07-20T14:00:40,43.65132608363399,-79.34655286284898,108.81182210761261,9.8495704881972,92.54547694913738
2025-07-20T14:00:45,43.650787211813594,-79.34707482254029,99.0530472964389,6.631406361495824,91.41294258252653
2025-07-20T14:00:50,43.650911769875826,-79.3473668703303,107.13284351950941,7.563846084782462,90.89318150096524
2025-07-20T14:00:55,43.65106013011488,-79.34656624123339,98.6288618910198,8.870054336080496,88.35502770633978
2025-07-20T14:01:00,43.651447455362394,-79.34682144107005,96.21459977800673,8.93501055108066,88.32618363947293
2025-07-20T14:01:05,43.65144062957704,-79.34747158459344,104.19860055408174,4.5481937552446325,86.12951318619781
2025-07-20T14:01:10,43.65130047061542,-79.34670201249638,93.02910690942241,8.874701175086916,86.92423129867655
2025-07-20T14:01:15,43.65156236657762,-79.34656364633743,90.2492996978383,2.3046894066766854,84.61257171130895
2025-07-20T14:01:20,43.65149061831607,-79.34708153366421,98.38885915019627,7.092716912845352,84.35627051396237
2025-07-20T14:01:25,43.6511966815686,-79.3466066321922,105.21864986198604,1.2594783641287655,82.22223502857344
2025-07-20T14:01:30,43.65073650552342,-79.34661988765095,101.67027040196439,0.2895003059760948,81.11143816885283
2025-07-20T14:01:35,43.650873994994136,-79.34670796485668,98.05450580862902,6.638671401105061,81.60957444735007
2025-07-20T14:01:40,43.65146450597541,-79.3470652775157,97.21083305466291,6.43315999090637,79.91466075981322
2025-07-20T14:01:45,43.65063631663835,-79.34689607308412,90.0228212404615,7.1898038414843155,79.96583775900358
2025-07-20T14:01:50,43.65155905791032,-79.34705844995348,102.369712797196,1.2313814752689856,77.16635728868225
2025-07-20T14:01:55,43.65064032476635,-79.3467020712932,91.12917387735791,8.471315486506779,77.7648981122963
